Increments,Abscissas in µm,Raw data,Smoothed data,Raw - Smoothed data,Smoothed data*Gain + Offset
1104,7183.183,52740,42456.555,10283.445,51344.390
1105,7189.690,51658,41673.263,9984.737,50341.776
1106,7196.196,50216,40679.474,9536.526,49069.726
1107,7202.703,47942,39451.170,8490.830,47497.498
1108,7209.209,46055,38186.377,7868.623,45878.562
1109,7215.716,44156,36886.333,7269.667,44214.506
1110,7222.222,42332,35599.698,6732.302,42567.614
1111,7228.729,40191,34322.030,5868.970,40932.199
1112,7235.235,38750,33210.430,5539.570,39509.351
1113,7241.742,37538,32240.619,5297.381,38267.992
1114,7248.248,36367,31411.152,4955.848,37206.274
1115,7254.755,35743,30804.693,4938.307,36430.007
1116,7261.261,35344,30390.250,4953.750,35899.520
1117,7267.768,35137,30159.229,4977.771,35603.813
1118,7274.274,35103,30107.955,4995.045,35538.183
1119,7280.781,35199,30237.250,4961.750,35703.680
1120,7287.287,35622,30566.570,5055.430,36125.209
1121,7293.794,36139,31055.494,5083.506,36751.032
1122,7300.300,36890,31715.256,5174.744,37595.527
1123,7306.807,38271,32577.127,5693.873,38698.723
1124,7313.313,39528,33524.798,6003.202,39911.742
1125,7319.820,40946,34564.005,6381.995,41241.927
1126,7326.326,42477,35666.155,6810.845,42652.679
1127,7332.833,44599,36848.068,7750.932,44165.528
1128,7339.339,46175,37939.011,8235.989,45561.935
1129,7345.846,47646,38952.703,8693.297,46859.460
1130,7352.352,49315,39879.450,9435.550,48045.696
1131,7358.859,50242,40574.104,9667.896,48934.853
1132,7365.365,50869,41066.743,9802.257,49565.432
1133,7371.872,51319,41355.679,9963.321,49935.269
1134,7378.378,51335,41383.152,9951.848,49970.434
1135,7384.885,51112,41172.248,9939.752,49700.477
1136,7391.391,50632,40734.237,9897.763,49139.824
1137,7397.898,49515,40017.394,9497.606,48222.265
1138,7404.404,48306,39113.336,9192.664,47065.070
1139,7410.911,46844,38040.007,8803.993,45691.209
1140,7417.417,45205,36833.792,8371.208,44147.253
1141,7423.924,42556,35424.966,7131.034,42343.957
1142,7430.430,40747,34084.050,6662.950,40627.584
1143,7436.937,39033,32766.019,6266.981,38940.504
1144,7443.443,36508,31405.919,5102.081,37199.576
1145,7449.950,35168,30263.789,4904.211,35737.650
1146,7456.456,34065,29262.935,4802.065,34456.557
1147,7462.963,33203,28412.626,4790.374,33368.162
1148,7469.469,31862,27644.203,4217.797,32384.580
1149,7475.976,31473,27140.296,4332.704,31739.578
1150,7482.482,31257,26806.328,4450.672,31312.099
1151,7488.989,31202,26635.817,4566.183,31093.846
1152,7495.495,30849,26593.682,4255.318,31039.913
1153,7502.002,31108,26764.655,4343.345,31258.758
1154,7508.509,31534,27100.572,4433.428,31688.733
1155,7515.015,32157,27598.320,4558.680,32325.849
1156,7521.522,32695,28232.297,4462.703,33137.340
1157,7528.028,33806,29052.979,4753.021,34187.813
1158,7534.535,35162,30005.982,5156.018,35407.657
1159,7541.041,36732,31061.165,5670.835,36758.291
1160,7547.548,38401,32181.576,6219.424,38192.418
1161,7554.054,40229,33328.737,6900.263,39660.784
1162,7560.561,42028,34436.720,7591.280,41079.001
1163,7567.067,43679,35452.038,8226.962,42378.609
1164,7573.574,45070,36325.758,8744.242,43496.970
1165,7580.080,46062,37000.326,9061.674,44360.417
1166,7586.587,46699,37455.169,9243.831,44942.616
1167,7593.093,46995,37670.312,9324.688,45217.999
1168,7599.600,46979,37649.199,9329.801,45190.975
1169,7606.106,46424,37368.972,9055.028,44832.284
1170,7612.613,45717,36887.669,8829.331,44216.217
1171,7619.119,44675,36207.259,8467.741,43345.291
1172,7625.626,43344,35362.442,7981.558,42263.926
1173,7632.132,41819,34401.519,7417.481,41033.944
1174,7638.639,39914,33345.887,6568.113,39682.736
1175,7645.145,38374,32322.721,6051.279,38373.083
1176,7651.652,36940,31340.375,5599.625,37115.680
1177,7658.158,35671,30443.484,5227.516,35967.660
1178,7664.665,34606,29655.398,4950.602,34958.909
1179,7671.171,33789,29002.431,4786.569,34123.112
1180,7677.678,33229,28501.285,4727.715,33481.645
1181,7684.184,32861,28154.800,4706.200,33038.144
1182,7690.691,32653,27983.202,4669.798,32818.499
1183,7697.197,32579,27973.964,4605.036,32806.674
1184,7703.704,32862,28155.462,4706.538,33038.992
1185,7710.210,33118,28486.177,4631.823,33462.307
1186,7716.717,33581,28994.318,4586.682,34112.727
1187,7723.223,34291,29685.936,4605.064,34997.998
1188,7729.730,35275,30577.568,4697.432,36139.287
1189,7736.236,37129,31708.496,5420.504,37586.875
1190,7742.743,38725,32926.454,5798.546,39145.861
1191,7749.249,40530,34254.973,6275.027,40846.365
1192,7755.756,42486,35655.512,6830.488,42639.055
1193,7762.262,44519,37096.681,7422.319,44483.752
1194,7768.769,46547,38529.378,8017.622,46317.604
1195,7775.275,49242,39985.374,9256.626,48181.278
1196,7781.782,50915,41227.741,9687.259,49771.509
1197,7788.288,52297,42291.410,10005.590,51133.005
1198,7794.795,53348,43160.197,10187.803,52245.052
1199,7801.301,54064,43817.258,10246.742,53086.091
1200,7807.808,54739,44278.135,10460.865,53676.013
1201,7814.314,54854,44477.007,10376.993,53930.569
1202,7820.821,54781,44452.132,10328.868,53898.728
1203,7827.327,54510,44191.698,10318.302,53565.373
1204,7833.834,53999,43711.723,10287.277,52951.005
1205,7840.340,53191,43013.170,10177.830,52056.858
1206,7846.847,52043,42099.779,9943.221,50887.717
1207,7853.353,50364,40976.202,9387.798,49449.538
1208,7859.860,48538,39712.408,8825.592,47831.882
1209,7866.366,46517,38345.664,8171.336,46082.450
1210,7872.873,44398,36924.652,7473.348,44263.554
1211,7879.379,42285,35500.443,6784.557,42440.567
1212,7885.886,40271,34122.166,6148.834,40676.373
1213,7892.392,38241,32815.435,5425.565,39003.757
1214,7898.899,36712,31675.888,5036.112,37545.137
1215,7905.405,35494,30711.566,4782.434,36310.805
1216,7911.912,34602,29938.565,4663.435,35321.363
1217,7918.418,34014,29364.371,4649.629,34586.394
1218,7924.925,33675,28986.666,4688.334,34102.932
1219,7931.431,33523,28798.448,4724.552,33862.013
1220,7937.938,33520,28794.181,4725.819,33856.552
1221,7944.444,33778,28987.678,4790.322,34104.228
1222,7950.951,34150,29366.098,4783.902,34588.605
1223,7957.457,34757,29932.167,4824.833,35313.174
1224,7963.964,35630,30684.809,4945.191,36276.556
1225,7970.470,36773,31615.345,5157.655,37467.641
1226,7976.977,38170,32707.310,5462.690,38865.357
1227,7983.483,39793,33937.234,5855.766,40439.659
1228,7989.990,41609,35275.757,6333.243,42152.970
1229,7996.496,44111,36739.227,7371.773,44026.211
1230,8003.003,46205,38160.024,8044.976,45844.831
1231,8009.510,48283,39540.036,8742.964,47611.246
1232,8016.016,50221,40816.716,9404.284,49245.397
1233,8022.523,51886,41931.859,9954.141,50672.779
1234,8029.029,53177,42835.451,10341.549,51829.378
1235,8035.536,54054,43492.627,10561.373,52670.562
1236,8042.042,54532,43884.562,10647.438,53172.239
1237,8048.549,54654,43996.355,10657.645,53315.334
1238,8055.055,54691,43863.147,10827.853,53144.828
1239,8061.562,54085,43423.276,10661.724,52581.793
1240,8068.068,53077,42715.921,10361.079,51676.379
1241,8074.575,51653,41772.465,9880.535,50468.755
1242,8081.081,49867,40629.918,9237.082,49006.295
1243,8087.588,47823,39343.676,8479.324,47359.905
1244,8094.094,45663,37977.397,7685.603,45611.068
1245,8100.601,43516,36593.231,6922.769,43839.336
1246,8107.107,41493,35244.279,6248.721,42112.677
1247,8113.614,39670,33985.260,5684.740,40501.133
1248,8120.120,38452,32892.369,5559.631,39102.233
1249,8126.627,37207,31915.830,5291.170,37852.262
1250,8133.133,36233,31104.598,5128.402,36813.885
1251,8139.640,35511,30468.549,5042.451,35999.743
1252,8146.146,35009,30009.959,4999.041,35412.748
1253,8152.653,34699,29727.238,4971.762,35050.865
1254,8159.159,34569,29645.087,4923.913,34945.711
1255,8165.666,34622,29742.814,4879.186,35070.802
1256,8172.172,34875,30013.795,4861.205,35417.658
1257,8178.679,35346,30461.660,4884.340,35990.925
1258,8185.185,36047,31080.472,4966.528,36783.004
1259,8191.692,36980,31859.991,5120.009,37780.788
1260,8198.198,38123,32784.010,5338.990,38963.533
1261,8204.705,40736,33961.192,6774.808,40470.326
1262,8211.211,42276,35058.686,7217.314,41875.118
1263,8217.718,43853,36158.029,7694.971,43282.277
1264,8224.224,45381,37219.056,8161.944,44640.391
1265,8230.731,46784,38203.007,8580.993,45899.849
1266,8237.237,48001,39075.406,8925.594,47016.520
1267,8243.744,48993,39808.711,9184.289,47955.150
1268,8250.250,49736,40382.742,9353.258,48689.910
1269,8256.757,50214,40762.775,9451.225,49176.352
1270,8263.263,50419,40967.607,9451.393,49438.537
1271,8269.770,50366,41000.445,9365.555,49480.570
1272,8276.276,50075,40871.175,9203.825,49315.105
1273,8282.783,49578,40595.870,8982.130,48962.714
1274,8289.289,48920,40195.483,8724.517,48450.219
1275,8295.796,48144,39692.492,8451.508,47806.390
1276,8302.302,47294,39130.567,8163.433,47087.125
1277,8308.809,46401,38512.089,7888.911,46295.475
1278,8315.315,45490,37856.718,7633.282,45456.599
1279,8321.822,44578,37181.819,7396.181,44592.729
1280,8328.328,43671,36502.424,7168.576,43723.103
1281,8334.835,42772,35832.326,6939.674,42865.377
1282,8341.341,41882,35184.504,6697.496,42036.165
1283,8347.848,41994,34671.015,7322.985,41378.899
1284,8354.354,41002,34049.781,6952.219,40583.719
1285,8360.861,40058,33453.924,6604.076,39821.023
1286,8367.367,39193,32903.303,6289.697,39116.228
1287,8373.874,38444,32417.289,6026.711,38494.130
1288,8380.380,37839,32012.956,5826.044,37976.583
1289,8386.887,37394,31704.474,5689.526,37581.727
1290,8393.393,37106,31502.187,5603.813,37322.800
1291,8399.900,36962,31397.295,5564.705,37188.537
1292,8406.406,36953,31419.146,5533.854,37216.507
1293,8412.913,37079,31573.722,5505.278,37414.364
1294,8419.419,37359,31868.034,5490.966,37791.083
1295,8425.926,37823,32308.079,5514.921,38354.341
1296,8432.432,38503,32896.346,5606.654,39107.323
1297,8438.939,39416,33628.434,5787.566,40044.395
1298,8445.445,40564,34492.008,6071.992,41149.770
1299,8451.952,41926,35465.738,6460.262,42396.144
1300,8458.458,43464,36520.418,6943.582,43746.135
1301,8464.965,45122,37619.742,7502.258,45153.270
1302,8471.471,46823,38720.837,8102.163,46562.672
1303,8477.978,48472,39775.531,8696.469,47912.680
1304,8484.484,49968,40733.249,9234.751,49138.559
1305,8490.991,51213,41544.439,9668.561,50176.881
1306,8497.497,52143,42166.807,9976.193,50973.513
1307,8504.004,52738,42569.119,10168.881,51488.473
1308,8510.511,53012,42731.015,10280.985,51695.699
1309,8517.017,52984,42639.604,10344.396,51578.693
1310,8523.524,52639,42284.561,10354.439,51124.238
1311,8530.030,51930,41661.313,10268.687,50326.481
1312,8536.537,50801,40768.763,10032.237,49184.016
1313,8543.043,49226,39620.984,9605.016,47714.860
1314,8549.550,47247,38250.627,8996.373,45960.803
1315,8556.056,44954,36705.127,8248.873,43982.562
1316,8562.563,42470,35042.093,7427.907,41853.879
1317,8569.069,39916,33321.969,6594.031,39652.121
1318,8575.576,37521,31616.042,5904.958,37468.534
1319,8582.082,35163,29952.858,5210.142,35339.658
1320,8588.589,33008,28389.281,4618.719,33338.279
1321,8595.095,31121,26965.475,4155.525,31515.808
1322,8601.602,29539,25709.765,3829.235,29908.499
1323,8608.108,28276,24638.203,3637.797,28536.900
1324,8614.615,27317,23754.232,3562.768,27405.417
1325,8621.121,26621,23050.653,3570.347,26504.836
1326,8627.628,26142,22512.522,3629.478,25816.029
1327,8634.134,25828,22125.802,3702.198,25321.027
1328,8640.641,25641,21876.275,3764.725,25001.632
1329,8647.147,25553,21752.779,3800.221,24843.557
1330,8653.654,25548,21748.795,3799.205,24838.457
1331,8660.160,25629,21863.838,3765.162,24985.712
1332,8666.667,25808,22102.199,3705.801,25290.814
1333,8673.173,26114,22471.709,3642.291,25763.787
1334,8679.680,26587,22984.496,3602.504,26420.155
1335,8686.186,27276,23653.017,3622.983,27275.862
1336,8692.693,28223,24486.092,3736.908,28342.198
1337,8699.199,29452,25485.320,3966.680,29621.210
1338,8705.706,30967,26643.023,4323.977,31103.070
1339,8712.212,32741,27940.020,4800.980,32763.226
1340,8718.719,34656,29340.165,5315.835,34555.412
1341,8725.225,36737,30818.203,5918.797,36447.300
1342,8731.732,38895,32331.995,6563.005,38384.953
1343,8738.238,41055,33838.331,7216.669,40313.064
1344,8744.745,43133,35292.773,7840.227,42174.750
1345,8751.251,45042,36652.882,8389.118,43915.688
1346,8757.758,46705,37876.871,8828.129,45482.395
1347,8764.264,48074,38942.295,9131.705,46846.138
1348,8770.771,49139,39835.361,9303.639,47989.263
1349,8777.277,49916,40550.604,9365.396,48904.773
1350,8783.784,50449,41091.608,9357.392,49597.258
1351,8790.290,50784,41465.551,9318.449,50075.905
1352,8796.797,50966,41681.015,9284.985,50351.699
1353,8803.303,50778,41720.271,9057.729,50401.947
1354,8809.810,50737,41649.151,9087.849,50310.913
1355,8816.316,50576,41442.775,9133.225,50046.752
1356,8822.823,50270,41096.830,9173.170,49603.943
1357,8829.329,49779,40611.885,9167.115,48983.212
1358,8835.836,49060,39987.619,9072.381,48184.153
1359,8842.342,48089,39229.986,8859.014,47214.382
1360,8848.849,46871,38353.798,8517.202,46092.862
1361,8855.355,45450,37388.343,8061.657,44857.080
1362,8861.862,43904,36362.547,7541.453,43544.060
1363,8868.368,42172,35300.076,6871.924,42184.098
1364,8874.875,40656,34278.346,6377.654,40876.282
1365,8881.381,39268,33313.918,5954.082,39641.816
1366,8887.888,38065,32440.317,5624.683,38523.606
1367,8894.394,37087,31682.528,5404.472,37553.636
1368,8900.901,36344,31057.014,5286.986,36752.978
1369,8907.407,35826,30572.388,5253.612,36132.657
1370,8913.914,35503,30229.624,5273.376,35693.918
1371,8920.420,35339,30027.269,5311.731,35434.904
1372,8926.927,35152,29940.819,5211.181,35324.248
1373,8933.433,35235,29990.319,5244.681,35387.609
1374,8939.940,35459,30166.510,5292.490,35613.133
1375,8946.446,35847,30466.071,5380.929,35996.570
1376,8952.953,36417,30883.619,5533.381,36531.032
1377,8959.459,37167,31409.408,5757.592,37204.042
1378,8965.966,38077,32029.140,6047.860,37997.299
1379,8972.472,39115,32724.687,6390.313,38887.600
1380,8978.979,39670,33420.066,6249.934,39777.685
1381,8985.485,40793,34197.914,6595.086,40773.330
1382,8991.992,41958,35006.724,6951.276,41808.606
1383,8998.498,43142,35823.705,7318.295,42854.342
1384,9005.005,44326,36624.996,7701.004,43879.995
1385,9011.512,45481,37384.547,8096.453,44852.220
1386,9018.018,46577,38075.857,8501.143,45737.097
1387,9024.525,47575,38652.197,8922.803,46474.813
1388,9031.031,47221,38991.726,8229.274,46909.409
1389,9037.538,47909,39356.154,8552.846,47375.878
1390,9044.044,48418,39605.417,8812.583,47694.934
1391,9050.551,48721,39722.193,8998.807,47844.407
1392,9057.057,48802,39694.327,9107.673,47808.739
1393,9063.564,48667,39516.738,9150.262,47581.425
1394,9070.070,47402,39093.423,8308.577,47039.581
1395,9076.577,46971,38670.087,8300.913,46497.711
1396,9083.083,46380,38172.518,8207.482,45860.824
1397,9089.590,45631,37585.772,8045.228,45109.788
1398,9096.096,44736,36925.195,7810.805,44264.249
1399,9102.603,43724,36216.406,7507.594,43357.000
1400,9109.109,42643,35482.655,7160.345,42417.798
1401,9115.616,41382,34735.899,6646.101,41461.951
1402,9122.122,40420,34070.429,6349.571,40610.149
1403,9128.629,39552,33464.365,6087.635,39834.387
1404,9135.135,38817,32939.714,5877.286,39162.834
1405,9141.642,38236,32523.680,5712.320,38630.310
1406,9148.148,38029,32245.892,5783.108,38274.742
1407,9154.655,37782,32067.221,5714.779,38046.043
1408,9161.161,37667,32013.216,5653.784,37976.917
1409,9167.668,37684,32093.487,5590.513,38079.663
1410,9174.174,37845,32321.230,5523.770,38371.174
1411,9180.681,38171,32693.137,5477.863,38847.215
1412,9187.187,39119,33256.222,5862.778,39567.964
1413,9193.694,39881,33908.024,5972.976,40402.270
1414,9200.200,40853,34675.497,6177.503,41384.637
1415,9206.707,42013,35553.657,6459.343,42508.681
1416,9213.213,43326,36513.650,6812.350,43737.472
1417,9219.720,45289,37583.289,7705.711,45106.610
1418,9226.226,46710,38594.726,8115.274,46401.249
1419,9232.733,48080,39572.857,8507.143,47653.257
1420,9239.239,49331,40484.315,8846.685,48819.923
1421,9245.746,50407,41308.628,9098.372,49875.044
1422,9252.252,51632,42063.388,9568.612,50841.137
1423,9258.759,52230,42646.285,9583.715,51587.244
1424,9265.265,52635,43099.865,9535.135,52167.827
1425,9271.772,52881,43422.485,9458.515,52580.780
1426,9278.278,53000,43634.558,9365.442,52852.234
1427,9284.785,53195,43764.957,9430.043,53019.145
1428,9291.291,53113,43780.281,9332.719,53038.759
1429,9297.798,52957,43708.061,9248.939,52946.318
1430,9304.304,52731,43556.036,9174.964,52751.727
1431,9310.811,52436,43343.014,9092.986,52479.057
1432,9317.317,52101,43081.779,9019.221,52144.677
1433,9323.824,51645,42772.997,8872.003,51749.436
1434,9330.330,51142,42430.005,8711.995,51310.407
1435,9336.837,50615,42069.027,8545.973,50848.355
1436,9343.343,49916,41691.059,8224.941,50364.556
1437,9349.850,49411,41351.949,8059.051,49930.495
1438,9356.356,48976,41045.930,7930.070,49538.791
1439,9362.863,48630,40789.530,7840.470,49210.599
1440,9369.369,48387,40591.637,7795.363,48957.295
1441,9375.876,47974,40431.332,7542.668,48752.106
1442,9382.382,47963,40378.846,7584.154,48684.923
1443,9388.889,48051,40405.301,7645.699,48718.786
1444,9395.395,48231,40509.543,7721.457,48852.215
1445,9401.902,48271,40659.289,7611.711,49043.890
1446,9408.408,48683,40909.801,7773.199,49364.546
1447,9414.915,49183,41219.421,7963.579,49760.859
1448,9421.421,49750,41571.907,8178.093,50212.041
1449,9427.928,50276,41945.893,8330.107,50690.744
1450,9434.434,50945,42343.564,8601.436,51199.762
1451,9440.941,51573,42726.485,8846.515,51689.900
1452,9447.447,52118,43072.716,9045.284,52133.076
1453,9453.954,52643,43375.045,9267.955,52520.057
1454,9460.460,52974,43591.000,9383.000,52796.480
1455,9466.967,53170,43712.531,9457.469,52952.040
1456,9473.473,53247,43729.984,9517.016,52974.380
1457,9479.980,53302,43639.895,9662.105,52859.065
1458,9486.486,53119,43409.788,9709.212,52564.529
1459,9492.993,52767,43041.621,9725.379,52093.275
1460,9499.500,52167,42526.045,9640.955,51433.337
1461,9506.006,51312,41862.678,9449.322,50584.228
1462,9512.513,50225,41071.251,9153.749,49571.201
1463,9519.019,48950,40175.208,8774.792,48424.266
1464,9525.526,47298,39178.597,8119.403,47148.605
1465,9532.032,45813,38172.838,7640.162,45861.233
1466,9538.539,44335,37172.733,7162.267,44581.099
1467,9545.045,42930,36215.346,6714.654,43355.643
1468,9551.552,41495,35318.607,6176.393,42207.817
1469,9558.058,40461,34559.707,5901.293,41236.425
1470,9564.565,39663,33943.080,5719.920,40447.143
1471,9571.071,39081,33488.044,5592.956,39864.697
1472,9577.578,38785,33213.588,5571.412,39513.392
1473,9584.084,38673,33108.839,5564.161,39379.314
1474,9590.591,38798,33187.568,5610.432,39480.088
1475,9597.097,39049,33427.466,5621.534,39787.156
1476,9603.604,39508,33832.939,5675.061,40306.162
1477,9610.110,40203,34395.659,5807.341,41026.443
1478,9616.617,41410,35120.850,6289.150,41954.688
1479,9623.123,42598,35921.021,6676.979,42978.906
1480,9629.630,43929,36781.277,7147.723,44080.035
1481,9636.136,45683,37695.844,7987.156,45250.680
1482,9642.643,47016,38527.155,8488.845,46314.758
1483,9649.149,48185,39259.694,8925.306,47252.409
1484,9655.656,49325,39877.069,9447.931,48042.649
1485,9662.162,49881,40287.028,9593.972,48567.396
1486,9668.669,50167,40500.726,9666.274,48840.930
1487,9675.175,50183,40505.832,9677.168,48847.465
1488,9681.682,49914,40306.831,9607.169,48592.744
1489,9688.188,49377,39906.114,9470.886,48079.826
1490,9694.695,48254,39288.924,8965.076,47289.822
1491,9701.201,47087,38549.470,8537.530,46343.321
1492,9707.708,45744,37701.947,8042.053,45258.492
1493,9714.214,44323,36799.675,7523.325,44103.583
1494,9720.721,42514,35846.787,6667.213,42883.887
1495,9727.227,41255,34990.140,6264.860,41787.379
1496,9733.734,40186,34222.794,5963.206,40805.176
1497,9740.240,39131,33551.706,5579.294,39946.184
1498,9746.747,38591,33067.644,5523.356,39326.584
1499,9753.253,38189,32736.139,5452.861,38902.258
1500,9759.760,38066,32581.406,5484.594,38704.200
1501,9766.266,38079,32600.670,5478.330,38728.858
1502,9772.773,38305,32802.087,5502.913,38986.671
1503,9779.279,38681,33166.739,5514.261,39453.426
1504,9785.786,39273,33702.308,5570.692,40138.954
1505,9792.292,40409,34428.752,5980.248,41068.803
1506,9798.799,41528,35258.487,6269.513,42130.864
1507,9805.305,42830,36187.052,6642.948,43319.426
1508,9811.812,44703,37226.008,7476.992,44649.291
1509,9818.318,46182,38230.905,7951.095,45935.559
1510,9824.825,47624,39207.782,8416.218,47185.961
1511,9831.331,49260,40151.324,9108.676,48393.694
1512,9837.838,50316,40936.240,9379.760,49398.387
1513,9844.344,51259,41584.939,9674.061,50228.723
1514,9850.851,51755,42034.355,9720.645,50803.974
1515,9857.357,52047,42306.003,9740.997,51151.684
1516,9863.864,52116,42383.722,9732.278,51251.164
1517,9870.370,52055,42268.913,9786.087,51104.209
1518,9876.877,51835,41967.633,9867.367,50718.570
1519,9883.383,51124,41428.194,9695.806,50028.088
1520,9889.890,50360,40726.722,9633.278,49130.205
1521,9896.396,48795,39795.726,8999.274,47938.529
1522,9902.903,47444,38774.244,8669.756,46631.032
1523,9909.409,45928,37652.746,8275.254,45195.515
1524,9915.916,43628,36394.973,7233.027,43585.565
1525,9922.422,42018,35206.613,6811.387,42064.464
1526,9928.929,39909,33994.307,5914.693,40512.712
1527,9935.435,38563,32942.121,5620.879,39165.915
1528,9941.942,37384,32005.445,5378.555,37966.969
1529,9948.448,36173,31199.524,4973.476,36935.391
1530,9954.955,35509,30595.711,4913.289,36162.510
1531,9961.461,35023,30165.902,4857.098,35612.355
1532,9967.968,34811,29951.926,4859.074,35338.465
1533,9974.474,34739,29918.293,4820.707,35295.415
1534,9980.981,34954,30106.842,4847.158,35536.758
1535,9987.487,35240,30467.568,4772.432,35998.487
1536,9993.994,36079,31063.031,5015.969,36760.679
1537,10000.501,36910,31811.125,5098.875,37718.240
1538,10007.007,37989,32719.910,5269.090,38881.485
1539,10013.514,39931,33842.995,6088.005,40319.033
1540,10020.020,41448,34994.481,6453.519,41792.936
1541,10026.527,43787,36278.193,7508.807,43436.087
1542,10033.033,45399,37475.562,7923.438,44968.719
1543,10039.540,47598,38694.616,8903.384,46529.109
1544,10046.046,48908,39726.135,9181.865,47849.453
1545,10052.553,49997,40617.323,9379.677,48990.174
1546,10059.059,51173,41383.072,9789.928,49970.332
1547,10065.566,51660,41907.148,9752.852,50641.150
1548,10072.072,52080,42247.952,9832.048,51077.379
1549,10078.579,52140,42364.629,9775.371,51226.725
1550,10085.085,52076,42283.490,9792.510,51122.867
1551,10091.592,51808,41997.268,9810.732,50756.504
1552,10098.098,51149,41492.191,9656.809,50110.005
1553,10104.605,50367,40819.486,9547.514,49248.942
1554,10111.111,49352,39966.248,9385.752,48156.797
1555,10117.618,47542,38909.472,8632.528,46804.124
1556,10124.124,46086,37803.389,8282.611,45388.338
1557,10130.631,43866,36567.410,7298.590,43806.285
1558,10137.137,42313,35399.549,6913.451,42311.423
1559,10143.644,40198,34202.022,5995.978,40778.588
1560,10150.150,38865,33169.188,5695.812,39456.560
1561,10156.657,37299,32216.613,5082.387,38237.265
1562,10163.163,36457,31488.236,4968.764,37304.941
1563,10169.670,35712,30937.715,4774.285,36600.275
1564,10176.176,35398,30617.591,4780.409,36190.517
1565,10182.683,35308,30511.606,4796.394,36054.856
1566,10189.189,35365,30615.644,4749.356,36188.024
1567,10195.696,35823,30954.163,4868.837,36621.329
1568,10202.202,36321,31484.176,4836.824,37299.746
1569,10208.709,37527,32262.142,5264.858,38295.542
1570,10215.215,38568,33172.791,5395.209,39461.173
1571,10221.722,40495,34298.327,6196.673,40901.859
1572,10228.228,41943,35455.814,6487.186,42383.442
1573,10234.735,44288,36755.143,7532.857,44046.583
1574,10241.241,45868,37975.083,7892.917,45608.106
1575,10247.748,48137,39231.867,8905.133,47216.790
1576,10254.254,49463,40309.301,9153.699,48595.905
1577,10260.761,51103,41306.384,9796.616,49872.171
1578,10267.267,51880,42068.534,9811.466,50847.723
1579,10273.774,52692,42669.667,10022.333,51617.174
1580,10280.280,52955,43033.820,9921.180,52083.289
1581,10286.787,53170,43206.770,9963.230,52304.666
1582,10293.293,53119,43160.389,9958.611,52245.298
1583,10299.800,52905,42905.961,9999.039,51919.630
1584,10306.306,52520,42442.913,10077.087,51326.929
1585,10312.813,51613,41742.050,9870.950,50429.824
1586,10319.319,50666,40868.647,9797.353,49311.868
1587,10325.826,48805,39744.349,9060.651,47872.767
1588,10332.332,47297,38554.616,8742.384,46349.908
1589,10338.839,44808,37183.255,7624.745,44594.566
1590,10345.345,43088,35871.677,7216.323,42915.747
1591,10351.852,40611,34492.854,6118.146,41150.853
1592,10358.358,39083,33276.573,5806.427,39594.013
1593,10364.865,37165,32119.207,5045.793,38112.585
1594,10371.371,35759,31148.599,4610.401,36870.207
1595,10377.878,35078,30435.522,4642.478,35957.468
1596,10384.384,34504,29918.266,4585.734,35295.381
1597,10390.891,34291,29634.497,4656.503,34932.157
1598,10397.397,34246,29564.574,4681.426,34842.654
1599,10403.904,34320,29702.021,4617.979,35018.587
1600,10410.410,34739,30071.036,4667.964,35490.926
1601,10416.917,35205,30629.130,4575.870,36205.287
1602,10423.423,36357,31445.291,4911.709,37249.972
1603,10429.930,38014,32465.819,5548.181,38556.249
1604,10436.436,39306,33557.556,5748.444,39953.671
1605,10442.943,41605,34844.423,6760.577,41600.862
1606,10449.449,43167,36091.697,7075.303,43197.373
1607,10455.956,45596,37442.960,8153.040,44926.988
1608,10462.462,47047,38651.720,8395.280,46474.201
1609,10468.969,49024,39855.947,9168.053,48015.613
1610,10475.475,50570,40909.173,9660.827,49363.742
1611,10481.982,51345,41748.623,9596.377,50438.238
1612,10488.488,52213,42470.807,9742.193,51362.634
1613,10494.995,52621,42994.063,9626.937,52032.401
1614,10501.502,53000,43388.136,9611.864,52536.815
1615,10508.008,53178,43610.392,9567.608,52821.302
1616,10514.515,53259,43700.261,9558.739,52936.334
1617,10521.021,53201,43627.437,9573.563,52843.119
1618,10527.528,53131,43407.204,9723.796,52561.221
1619,10534.034,52780,43031.115,9748.885,52079.827
1620,10540.541,52137,42479.751,9657.249,51374.081
1621,10547.047,51569,41804.486,9764.514,50509.742
1622,10553.554,50247,40927.342,9319.658,49386.998
1623,10560.060,49200,39974.921,9225.079,48167.899
1624,10566.567,47227,38839.657,8387.343,46714.761
1625,10573.073,45067,37641.671,7425.329,45181.338
1626,10579.580,43651,36527.857,7123.143,43755.657
1627,10586.086,41624,35381.048,6242.952,42287.741
1628,10592.593,39942,34355.591,5586.409,40975.156
1629,10599.099,38982,33528.750,5453.250,39916.799
1630,10605.606,38047,32843.920,5203.080,39040.217
1631,10612.112,37558,32370.009,5187.991,38433.611
1632,10618.619,37246,32105.550,5140.450,38095.104
1633,10625.125,37270,32053.558,5216.442,38028.554
1634,10631.632,37232,32174.777,5057.223,38183.715
1635,10638.138,37741,32546.320,5194.680,38659.290
1636,10644.645,38658,33122.260,5535.740,39396.493
1637,10651.151,39209,33798.921,5410.079,40262.619
1638,10657.658,40816,34715.735,6100.265,41436.141
1639,10664.164,42747,35752.467,6994.533,42763.158
